Fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora,Mes
2022-03-12 00:00:00,Buenos Aires,Mujer,50,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-12 00:00:00,Buenos Aires,Mujer,20,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-12 00:00:00,Buenos Aires,Mujer,19,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Otro familiar,Otro,3
2022-03-12 00:00:00,Buenos Aires,Mujer,25,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-12 00:00:00,Buenos Aires,Mujer,21,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-12 00:00:00,Buenos Aires,Mujer,60,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-12 00:00:00,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-12 00:00:00,Buenos Aires,Mujer,46,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-12 00:00:00,Buenos Aires,Mujer,57,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,34,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,9,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,3
2022-03-13 00:00:00,Jujuy,Mujer,30,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Cordoba,Mujer,16,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Tucumán,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,42,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Santa Fe,Mujer,49,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Mendoza,Mujer,32,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Tucumán,Mujer,25,Argentina,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,21,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Mendoza,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Mendoza,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,62,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,34,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Tucumán,Mujer,29,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,24,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Mendoza,Mujer,37,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,23,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,28,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Cordoba,Mujer,32,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,34,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,23,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Jujuy,Mujer,26,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Formosa,Mujer,30,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,25,Venezolana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Santa Fe,Mujer,16,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Mendoza,Mujer,60,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Santa Fe,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,34,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,75,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,22,Venezolana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,56,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,57,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,37,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,31,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,50,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,36,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,31,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,35,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,50,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,24,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,27,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,32,Argentina,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,34,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,42,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,25,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,32,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,23,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,20,Argentina,No,Si,Si,No,Si,No,No,Si,No,No,No,No,Superior jerarquico,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-13 00:00:00,Buenos Aires,Mujer,20,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Mendoza,Mujer,53,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Mendoza,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,39,Paraguaya,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Salta,Mujer,32,Argentina,Si,Si,Si,Si,No,Si,Si,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,54,Boliviana,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,San Luis,Mujer,27,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Entre Ríos,Mujer,30,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Santa Fe,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Santa Fe,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Santiago Del Estero,Mujer,41,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,47,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Salta,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,28,Venezolana,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,32,Colombiana,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,51,Argentina,No,No,No,No,Si,No,No,No,No,No,No,Si,Ex pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,48,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,20,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,27,Venezolana,No,No,Si,No,No,No,Si,No,No,Si,No,No,Otro,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Superior jerarquico,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,20,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,34,Boliviana,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,50,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,31,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,19,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,21,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,25,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,3
2022-03-14 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,85,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,26,Boliviana,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,24,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,37,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,50,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,24,Argentina,No,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,44,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,21,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Otro familiar,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,24,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,22,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,21,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,42,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,45,Argentina,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,30,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,42,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,19,Argentina,Si,Si,No,No,Si,Si,No,No,Si,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,47,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,25,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,21,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,20,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,27,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,20,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Otro,3
2022-03-14 00:00:00,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-14 00:00:00,Buenos Aires,Mujer,19,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,36,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,21,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Corrientes,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,29,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,51,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,37,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,41,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,43,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,50,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,16,Boliviana,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,71,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,14,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Madre o tutor,Mujer,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,48,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,38,Venezolana,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,45,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,29,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,30,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,23,Peruana,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,41,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,26,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,44,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Mujer,3
2022-03-15 00:00:00,Buenos Aires,Mujer,43,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,41,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,50,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,50,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,55,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,19,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,27,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,70,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Mujer,3
2022-03-15 00:00:00,Buenos Aires,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,51,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,50,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,50,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
2022-03-15 00:00:00,Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,3
